"employee_id","first_name","last_name","hire_date","termination_date","department","job_title","gender","age","location","employment_status","termination_reason","salary","tenure_months","year_month","attrition_type"
"8db06746-7927-4973-9e78-1fd794e0d3ba","Alyssa","Coleman","2023-10-10","2024-03-30","Sales","Account Manager","Female",50,"Chicago","Terminated","Voluntary",123494,"0","2023-10","Voluntary"
"4e7ed827-455a-4762-b428-a656b3ee4d3b","John","Martinez","2024-01-17","2024-06-18","Sales","Sales Rep","Non-Binary",28,"New York","Terminated","Involuntary",129531,"0","2024-01","Involuntary"
"3270e4fa-abae-4f43-bcae-8081bdf070aa","Michael","Jones","2023-11-29",NULL,"Sales","Sales Rep","Female",54,"Reno","Active","N/A",77241,"12","2023-11","Active"
"a9d3c2e6-505c-4686-9f87-1ce75487fd4f","Melanie","Cortez","2023-08-20",NULL,"Finance","Financial Analyst","Male",34,"New York","Active","N/A",85784,"12","2023-08","Active"
"5380b904-688c-4015-aab9-7e494f2d4796","Richard","Phillips","2021-10-25",NULL,"HR","HR Manager","Male",51,"Los Angeles","Active","N/A",117277,"36","2021-10","Active"
"610faa3f-f0bb-4c67-aa38-d0a16ba25efe","Erica","Orr","2020-12-13",NULL,"Operations","Ops Manager","Female",47,"New York","Active","N/A",149155,"48","2020-12","Active"
"d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a","Aaron","Mitchell","2023-05-23",NULL,"IT","Data Analyst","Female",36,"New York","Active","N/A",55726,"12","2023-05","Active"
"527eecfa-a79a-49aa-9b4e-2c249479e1e6","Steven","Ramos","2022-06-18",NULL,"Operations","Logistics Coordinator","Male",51,"New York","Active","N/A",61582,"24","2022-06","Active"
"f5b78cc7-e6b3-4944-8b32-3e357922bac2","Laura","Jackson","2021-05-20",NULL,"Marketing","SEO Specialist","Female",61,"Reno","Active","N/A",128259,"36","2021-05","Active"
"25b8fd4b-32fa-4de8-8e7a-e7f639820cff","Andrew","Sanchez","2023-09-05",NULL,"Operations","Ops Manager","Non-Binary",37,"Chicago","Active","N/A",123327,"12","2023-09","Active"
"74962764-12a4-4ef0-84bb-b7a9d98868dd","Robert","Soto","2022-09-09",NULL,"Marketing","Marketing Manager","Female",43,"Chicago","Active","N/A",92450,"24","2022-09","Active"
"664fa663-7e8f-4095-a24c-69b6b24445a7","John","Douglas","2021-04-15",NULL,"Sales","Sales Rep","Female",31,"New York","Active","N/A",74769,"48","2021-04","Active"
"e2add909-c521-4f2d-9c45-d539c03f3538","Daniel","Coleman","2020-05-05",NULL,"HR","HR Manager","Female",48,"Las Vegas","Active","N/A",98369,"48","2020-05","Active"
"87f8424d-aae6-4fc1-b6f2-dbfecd29a36f","Vanessa","Larson","2022-08-06",NULL,"Marketing","SEO Specialist","Female",48,"Reno","Active","N/A",101105,"24","2022-08","Active"
"d0a44432-9cd6-4852-b14c-7df4e4347d51","Jennifer","Wagner","2025-01-23",NULL,"Operations","Logistics Coordinator","Female",36,"Chicago","Active","N/A",134069,"0","2025-01","Active"
"28be9288-e5af-4e39-b227-64e68c41561b","Julia","Wells","2024-06-19",NULL,"Marketing","SEO Specialist","Non-Binary",65,"Los Angeles","Active","N/A",105968,"0","2024-06","Active"
"46fde062-a33d-47af-9701-410d3f4b1a70","Katie","Boyd","2021-08-11",NULL,"Operations","Logistics Coordinator","Non-Binary",56,"Las Vegas","Active","N/A",116261,"36","2021-08","Active"
"b6aae05b-13d5-42f7-b09b-7d97464c04af","Justin","Nelson","2023-06-13",NULL,"Marketing","Marketing Manager","Male",63,"Los Angeles","Active","N/A",141900,"12","2023-06","Active"
"7746d0ba-8ae8-405b-94b4-a48268586eba","Robert","Clark","2020-08-20",NULL,"Marketing","SEO Specialist","Female",38,"Las Vegas","Active","N/A",104692,"48","2020-08","Active"
"f2311f17-9586-4a76-8511-55ffe7a37e81","Heather","Gates","2022-06-01",NULL,"Marketing","Marketing Manager","Female",36,"Las Vegas","Active","N/A",125702,"24","2022-06","Active"
"f1578470-0182-47c4-ba1b-58066160a6b4","Michael","Molina","2024-02-21",NULL,"Operations","Logistics Coordinator","Male",23,"Reno","Active","N/A",59067,"12","2024-02","Active"
"89c8d2ab-6b44-4a8d-95f2-5073f41402b1","Julie","Payne","2024-07-31",NULL,"IT","System Admin","Male",58,"New York","Active","N/A",117070,"0","2024-07","Active"
"45df16b6-382c-443f-bcfc-9b793875394c","Ryan","Johnson","2023-05-01",NULL,"Marketing","Marketing Manager","Non-Binary",60,"Las Vegas","Active","N/A",103351,"12","2023-05","Active"
"f3821cfd-c083-473a-873b-d358610e6a64","Marie","King","2024-02-14",NULL,"HR","HR Specialist","Female",53,"Las Vegas","Active","N/A",99725,"12","2024-02","Active"
"07f194f9-c115-4d6d-8a4e-5b70a6d964a3","Stefanie","Gonzalez","2024-03-21",NULL,"Operations","Ops Manager","Female",49,"Reno","Active","N/A",125539,"12","2024-03","Active"
"793b4c32-2050-4494-bd11-48022702878b","Elizabeth","Elliott","2020-06-01",NULL,"Finance","Accountant","Female",50,"New York","Active","N/A",87177,"48","2020-06","Active"
"5e6fea07-c453-4f1d-8199-2fdfb31022f0","Gary","Lawson","2021-05-28",NULL,"Marketing","SEO Specialist","Female",23,"Los Angeles","Active","N/A",142580,"36","2021-05","Active"
"4c1f55ab-7156-49ee-a893-be3d7354ea6f","Michelle","Branch","2021-06-11","2023-06-20","HR","HR Manager","Non-Binary",50,"Chicago","Terminated","Voluntary",116669,"24","2021-06","Voluntary"
"19675f06-bd76-4e35-b5c9-b0479c10c572","Stacey","Clark","2021-11-03","2023-12-31","IT","Software Engineer","Male",52,"Chicago","Terminated","Involuntary",138202,"24","2021-11","Involuntary"
"32a447b2-ef04-457d-8dcc-c33aa9434aa0","Ronald","Stephens","2024-04-02","2024-12-01","Operations","Logistics Coordinator","Male",55,"Chicago","Terminated","Involuntary",109165,"0","2024-04","Involuntary"
"0f44704f-1247-4a4e-a469-98e8d39e198b","Gabriel","Parker","2023-07-21","2025-02-25","Sales","Sales Rep","Female",57,"New York","Terminated","Involuntary",61764,"12","2023-07","Involuntary"
"054f92ff-f366-4ad4-964d-b03f93403fad","Yvonne","Chambers","2025-02-14","2025-04-14","Marketing","SEO Specialist","Female",52,"Los Angeles","Terminated","Involuntary",121698,"0","2025-02","Involuntary"
"d0725b5c-a281-4044-af96-288295d82980","Travis","Davis","2024-11-22","2024-12-20","Operations","Ops Manager","Female",54,"Chicago","Terminated","Voluntary",91208,"0","2024-11","Voluntary"
"71299889-a01a-4992-bf9d-3e64c1a6423b","Kathleen","Harris","2021-04-02","2022-09-21","Marketing","Marketing Manager","Male",54,"Reno","Terminated","Voluntary",119923,"12","2021-04","Voluntary"
"7c16128d-b2c0-4394-a17f-29e170286046","David","Dudley","2023-01-22","2025-02-25","Finance","Financial Analyst","Male",31,"Los Angeles","Terminated","Involuntary",68069,"24","2023-01","Involuntary"
"03802b70-8d03-491e-8f8d-5238288b78b5","Andrea","Davis","2023-05-11","2023-10-29","Operations","Ops Manager","Female",61,"Los Angeles","Terminated","Voluntary",116537,"0","2023-05","Voluntary"
"dd81b7f5-7d59-41c6-a8f1-e091ffb8102d","Edgar","Ryan","2021-10-22","2023-11-13","Operations","Logistics Coordinator","Non-Binary",46,"Reno","Terminated","Voluntary",77946,"24","2021-10","Voluntary"
"8a80068d-df54-4e50-bcea-2045c268283e","Barry","Jones","2021-11-24","2024-05-09","Finance","Financial Analyst","Non-Binary",30,"Las Vegas","Terminated","Voluntary",130965,"24","2021-11","Voluntary"
"5bc440f1-4b1a-469b-8e5d-d462cbd00ef2","Nicholas","Thomas","2024-10-30","2024-11-07","Operations","Logistics Coordinator","Male",36,"Los Angeles","Terminated","Voluntary",116385,"0","2024-10","Voluntary"
"61a11729-3cb9-4350-9b4d-a0fe7bb38605","Ashley","Andrews","2021-04-23","2022-11-07","IT","Software Engineer","Female",64,"Reno","Terminated","Voluntary",105940,"12","2021-04","Voluntary"
"c16d83ed-ad81-48bd-8029-13ec9ef2b93e","Jennifer","Hopkins","2022-01-28","2024-02-20","Sales","Account Manager","Female",34,"Las Vegas","Terminated","Involuntary",62936,"24","2022-01","Involuntary"
"e8dd5e5a-1712-4b16-a1a4-344fbb7bee03","Kenneth","Burgess","2022-07-08","2024-02-20","IT","System Admin","Male",59,"New York","Terminated","Voluntary",63992,"12","2022-07","Voluntary"
"29ec8e49-d1bd-48c0-871d-5e601d5206ab","Tami","Rodriguez","2024-01-20",NULL,"Finance","Financial Analyst","Female",43,"Chicago","Active","N/A",82802,"12","2024-01","Active"
"e87466d7-ad66-41bd-9367-6a024fdc6e1b","Susan","Sanders","2020-06-10",NULL,"Sales","Sales Rep","Non-Binary",34,"Las Vegas","Active","N/A",91211,"48","2020-06","Active"
"d4a057a7-b0cc-4b3b-9793-b9b413748146","Courtney","Garcia","2023-11-21",NULL,"IT","System Admin","Male",52,"Los Angeles","Active","N/A",119038,"12","2023-11","Active"
"11a72609-5edd-4bbf-a959-76636daa2e68","William","Peterson","2022-01-18",NULL,"Operations","Ops Manager","Female",57,"Chicago","Active","N/A",117031,"36","2022-01","Active"
"6efb63b1-1b04-4863-bd7d-dbedd284476c","Susan","Reid","2024-07-24",NULL,"Finance","Financial Analyst","Female",36,"Las Vegas","Active","N/A",90509,"0","2024-07","Active"
"2d174fc9-6f7c-45ea-a72a-6d8eb5122df8","Jessica","Sheppard","2024-06-16",NULL,"Operations","Logistics Coordinator","Male",35,"Los Angeles","Active","N/A",70670,"0","2024-06","Active"
"c64ee6e3-89c5-431a-ab6c-1016cee624d0","Timothy","Graham","2021-08-31",NULL,"Finance","Financial Analyst","Male",34,"Chicago","Active","N/A",123765,"36","2021-08","Active"
"3ed8c56c-da09-4fa0-9282-8d8044b591f7","Mariah","Miller","2023-12-20",NULL,"IT","Data Analyst","Non-Binary",56,"New York","Active","N/A",94618,"12","2023-12","Active"
"91e1aa96-76f7-4255-801f-36bf3e6dd58b","Cheryl","Gray","2024-09-20",NULL,"Finance","Financial Analyst","Non-Binary",30,"Los Angeles","Active","N/A",62146,"0","2024-09","Active"
"8e485223-46b9-4991-a14e-b70db380c73a","Alejandro","Vaughan","2024-09-18",NULL,"HR","HR Specialist","Male",47,"Los Angeles","Active","N/A",117616,"0","2024-09","Active"
"8e200724-7d13-4018-a80b-ac63b856d035","Katherine","Vaughn","2020-09-28",NULL,"HR","HR Specialist","Male",31,"Reno","Active","N/A",144974,"48","2020-09","Active"
"046a0df5-cafd-4613-b2bb-912d7da67785","Christopher","Walker","2023-07-18",NULL,"Finance","Accountant","Non-Binary",48,"Reno","Active","N/A",87530,"12","2023-07","Active"
"f36cb62b-892e-4161-be2d-740a1e9b23bc","Kathleen","Lopez","2021-04-11",NULL,"Operations","Logistics Coordinator","Male",37,"New York","Active","N/A",141563,"48","2021-04","Active"
"96ef2ad6-b97e-4703-86c8-adfe7bf47042","Tiffany","Warren","2021-05-25",NULL,"Sales","Account Manager","Female",60,"Los Angeles","Active","N/A",55350,"36","2021-05","Active"
"4bd6cee6-31b1-4099-9527-21e719bc143e","Jeremy","White","2021-09-23",NULL,"Finance","Financial Analyst","Non-Binary",51,"Las Vegas","Active","N/A",92762,"36","2021-09","Active"
"0ba6eab9-4639-447b-a067-bdac88bd13d1","Terri","Tran","2020-05-20",NULL,"Operations","Logistics Coordinator","Female",29,"Reno","Active","N/A",89675,"48","2020-05","Active"
"c0b6fce2-de53-490a-a34b-6cf62053da42","Travis","Salas","2023-10-20",NULL,"IT","Data Analyst","Male",25,"New York","Active","N/A",89816,"12","2023-10","Active"
"5738811d-70c2-403f-ba8d-03aa782a65e0","Jack","Williams","2023-03-09",NULL,"Finance","Financial Analyst","Female",29,"Los Angeles","Active","N/A",129607,"24","2023-03","Active"
"10ba58e3-d276-4bdc-9d34-d08e7a4c75d4","Richard","Jones","2025-01-07",NULL,"Operations","Ops Manager","Non-Binary",56,"Los Angeles","Active","N/A",107757,"0","2025-01","Active"
"6502d6a2-ca6a-4224-971e-16cc5da36f1b","Alexander","Herrera","2025-02-24","2025-04-14","Marketing","Marketing Manager","Non-Binary",24,"Reno","Terminated","Voluntary",114245,"0","2025-02","Voluntary"
"8a4a0e2d-f22b-4b98-b24c-c64fbe3e6e57","Robert","Newton","2022-08-01","2024-05-31","Operations","Logistics Coordinator","Female",43,"Los Angeles","Terminated","Involuntary",114186,"12","2022-08","Involuntary"
"71d79665-7181-4dcf-b79e-fc6e5edb0d3c","Stephanie","Foley","2025-01-26","2025-01-28","Finance","Accountant","Male",27,"Los Angeles","Terminated","Involuntary",63799,"0","2025-01","Involuntary"
"43ef2016-2c9b-462e-840a-3aae52e2afd9","Brian","Harmon","2024-04-06","2024-07-06","IT","Data Analyst","Non-Binary",62,"Las Vegas","Terminated","Involuntary",64120,"0","2024-04","Involuntary"
"6c4596f6-c012-40ff-b0ed-e303aa53c19c","Miranda","Griffith","2020-12-04","2022-06-24","Marketing","SEO Specialist","Non-Binary",27,"Los Angeles","Terminated","Voluntary",112104,"12","2020-12","Voluntary"
"530ac1c7-b8ba-4368-8fc7-77685ebbcca5","Kimberly","Bradley","2022-05-31","2023-05-27","Finance","Accountant","Non-Binary",60,"Reno","Terminated","Voluntary",139497,"0","2022-05","Voluntary"
"ad9fb00d-4882-473c-9c63-45ab6e0ed1e8","Erika","Tucker","2024-02-02","2024-03-24","Finance","Accountant","Male",37,"Los Angeles","Terminated","Voluntary",121132,"0","2024-02","Voluntary"
"65a674c2-1273-4a23-9aaa-b32fce6322b6","Michelle","Williams","2022-10-25","2024-11-24","Operations","Logistics Coordinator","Non-Binary",64,"New York","Terminated","Voluntary",98694,"24","2022-10","Voluntary"
"ae5ec365-72eb-4474-9458-054ec2874f06","Sandra","Cunningham","2022-10-14","2024-09-10","Operations","Logistics Coordinator","Female",52,"New York","Terminated","Voluntary",124993,"12","2022-10","Voluntary"
"cfa701cd-2631-400b-a6d7-94d30db95301","Anna","Torres","2023-06-18",NULL,"Marketing","SEO Specialist","Non-Binary",42,"Reno","Active","N/A",60224,"12","2023-06","Active"
"6a8a616f-c3b2-40d0-8edd-dfcd1e52d770","Catherine","Gibbs","2025-04-13",NULL,"Finance","Accountant","Non-Binary",39,"Reno","Active","N/A",85005,"0","2025-04","Active"
"3d67cde9-2834-44c0-94c8-b3b4a911d192","Glenn","Jones","2021-05-15",NULL,"Marketing","Marketing Manager","Male",43,"Los Angeles","Active","N/A",142835,"36","2021-05","Active"
"784c2f29-9804-42a2-b07a-a066735435ea","Kelly","Hall","2020-04-29",NULL,"Operations","Ops Manager","Non-Binary",24,"Los Angeles","Active","N/A",141846,"60","2020-04","Active"
"1238d630-743b-45a2-9c0f-2fcfb3f6fe0d","Grace","Bradshaw","2023-11-06",NULL,"HR","HR Specialist","Female",54,"Las Vegas","Active","N/A",97372,"12","2023-11","Active"
"706c5c56-49e2-423d-abd3-461691b78d8e","David","Barker","2024-01-22",NULL,"Finance","Financial Analyst","Male",23,"Reno","Active","N/A",146521,"12","2024-01","Active"
"8a3c3b5e-801e-41da-85b1-ed25f1533ae8","Troy","Miller","2023-10-24",NULL,"IT","System Admin","Male",57,"Los Angeles","Active","N/A",95730,"12","2023-10","Active"
"9a8cfa3c-5283-4ac7-bc0a-6a5d6e996e3e","John","Davis","2020-07-06",NULL,"HR","Recruiter","Male",63,"New York","Active","N/A",69871,"48","2020-07","Active"
"2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f","Thomas","Pearson","2021-08-30",NULL,"IT","Software Engineer","Male",60,"Reno","Active","N/A",73958,"36","2021-08","Active"
"1ac70ec0-ab8d-4eb4-9230-dfbd5553b2fe","Mia","Rivera","2022-01-20",NULL,"HR","HR Manager","Non-Binary",64,"Los Angeles","Active","N/A",94132,"36","2022-01","Active"
"668409e3-f1f8-443e-a99f-131849c8a43f","Lisa","Pierce","2023-10-13",NULL,"IT","Software Engineer","Female",57,"Reno","Active","N/A",118483,"12","2023-10","Active"
"1dad09b2-52c2-4221-809d-360250843242","Tara","Powell","2022-08-03",NULL,"Marketing","Marketing Manager","Non-Binary",37,"Reno","Active","N/A",97176,"24","2022-08","Active"
"de8ede0b-a85c-4e4a-804b-6fabfcf56188","Amy","Gutierrez","2022-11-20",NULL,"Marketing","Marketing Manager","Female",52,"Los Angeles","Active","N/A",108841,"24","2022-11","Active"
"f27292b6-7621-42ed-9d0b-c9bde9b5c5cf","David","Collier","2025-04-10",NULL,"Operations","Ops Manager","Female",62,"Los Angeles","Active","N/A",98065,"0","2025-04","Active"
"b495db4e-8245-4fb4-8ab7-706eb77350ca","Joshua","Davenport","2022-10-22",NULL,"Sales","Sales Rep","Non-Binary",65,"Chicago","Active","N/A",63968,"24","2022-10","Active"
"25074181-8d1f-4540-b4ef-f5453e652603","Patrick","Weeks","2025-03-19",NULL,"IT","Data Analyst","Non-Binary",28,"Los Angeles","Active","N/A",111881,"0","2025-03","Active"
"11df12d7-dd30-4e89-a2f2-35f2e11b868d","Joshua","Tyler","2022-11-09",NULL,"IT","Data Analyst","Female",25,"Chicago","Active","N/A",58794,"24","2022-11","Active"
"44656d6b-81fb-48b3-89a7-d91fef2ae713","Lori","Campbell","2022-05-22",NULL,"Finance","Accountant","Non-Binary",48,"Reno","Active","N/A",74080,"24","2022-05","Active"
"6090d697-8b1e-4b9d-834b-9fbb8d4a75b8","Stanley","Morris","2022-01-15",NULL,"Operations","Logistics Coordinator","Male",51,"Chicago","Active","N/A",131435,"36","2022-01","Active"
"620a60ac-9261-449d-bd22-5c30b28f41de","Jesus","Rowe","2021-04-04",NULL,"Marketing","SEO Specialist","Female",65,"Reno","Active","N/A",56231,"48","2021-04","Active"
"e9d68f23-b489-4070-b914-f8a8bea4ff31","Lisa","Hughes","2020-07-13",NULL,"IT","System Admin","Female",62,"Los Angeles","Active","N/A",100293,"48","2020-07","Active"
"26f05fcf-fb16-45db-a6ea-b79ed21c82f8","Tyler","Johnson","2023-08-19",NULL,"Operations","Logistics Coordinator","Female",52,"Las Vegas","Active","N/A",94599,"12","2023-08","Active"
"19b17e80-dea4-4e17-94fd-9ad39716108e","Morgan","Alexander","2022-10-29",NULL,"IT","System Admin","Female",40,"Las Vegas","Active","N/A",102049,"24","2022-10","Active"
